APMC,Commodity,year,Average Difference Raw,Average Difference Deseasonalised,district_name,state_name
ner parasopant,black gram,2015,NO MSP,NO MSP,yewatmal,maharashtra
ner parasopant,black gram,2016,NO MSP,NO MSP,yewatmal,maharashtra
narkhed,soybean,2016,NO MSP,NO MSP,nagpur,maharashtra
kalyan,lemon,2015,NO MSP,NO MSP,thane,maharashtra
kalyan,lemon,2016,NO MSP,NO MSP,thane,maharashtra
ambejogai,sunflower,2014,-820.25,-1536.75,beed,maharashtra
ambejogai,sunflower,2015,-669.8571428571427,-782.2857142857142,beed,maharashtra
ambejogai,sunflower,2016,-604.0,-1693.0,beed,maharashtra
varud-rajura bazar,pigeon pea (tur),2014,-306.75,-1596.0,amaravathi,maharashtra
varud-rajura bazar,pigeon pea (tur),2015,1698.363636363636,1361.545454545455,amaravathi,maharashtra
varud-rajura bazar,pigeon pea (tur),2016,2177.8888888888887,1385.333333333333,amaravathi,maharashtra
nagpur,linseed,2015,NO MSP,NO MSP,nagpur,maharashtra
nagpur,linseed,2016,NO MSP,NO MSP,nagpur,maharashtra
nashik,wal papdi,2014,NO MSP,NO MSP,nasik,maharashtra
nashik,wal papdi,2015,NO MSP,NO MSP,nasik,maharashtra
nashik,wal papdi,2016,NO MSP,NO MSP,nasik,maharashtra
nandurbar,sesamum,2015,3500.0,3500.0,nandurbar,maharashtra
varora,green gram,2015,NO MSP,NO MSP,chandrapur,maharashtra
yeotmal,sesamum,2015,1305.0,1305.0,yewatmal,maharashtra
yeotmal,sesamum,2016,950.0,950.0,yewatmal,maharashtra
jalgaon jamod,green gram,2014,NO MSP,NO MSP,buldhana,maharashtra
jalgaon jamod,green gram,2015,NO MSP,NO MSP,buldhana,maharashtra
jalgaon jamod,green gram,2016,NO MSP,NO MSP,buldhana,maharashtra
nagpur,fenugreek,2014,NO MSP,NO MSP,nagpur,maharashtra
nagpur,fenugreek,2016,NO MSP,NO MSP,nagpur,maharashtra
jalgaon,shevga,2015,NO MSP,NO MSP,jalgaon,maharashtra
jalgaon,shevga,2016,NO MSP,NO MSP,jalgaon,maharashtra
osmanabad,pigeon pea (tur),2014,50.0,-2002.0,osmanabad,maharashtra
osmanabad,pigeon pea (tur),2015,1748.7142857142853,975.2857142857147,osmanabad,maharashtra
osmanabad,pigeon pea (tur),2016,2190.0,2137.8999999999996,osmanabad,maharashtra
ghatanji,pigeon pea (tur),2015,1368.0,1368.0,yewatmal,maharashtra
ghatanji,pigeon pea (tur),2016,3159.0,3159.0,yewatmal,maharashtra
nira-saswad,pigeon pea (tur),2015,2575.0,2575.0,pune,maharashtra
nira-saswad,pigeon pea (tur),2016,1329.0,1329.0,pune,maharashtra
kolhapur-laxmipuri,gr.nut kernels,2014,1854.333333333333,-39.0,kolhapur,maharashtra
kolhapur-laxmipuri,gr.nut kernels,2015,3217.2,2913.2,kolhapur,maharashtra
kolhapur-laxmipuri,gr.nut kernels,2016,4479.272727272728,4097.818181818182,kolhapur,maharashtra
hanegaon,green gram,2016,NO MSP,NO MSP,nanded,maharashtra
amarawati-fruit and vegetables,custard apple,2016,NO MSP,NO MSP,amaravathi,maharashtra
taloda,pigeon pea (tur),2014,-17.0,-17.0,nandurbar,maharashtra
taloda,pigeon pea (tur),2015,1346.0,1346.0,nandurbar,maharashtra
taloda,pigeon pea (tur),2016,2219.25,2219.25,nandurbar,maharashtra
bhusaval,maize,2014,-285.75,-475.5,jalgaon,maharashtra
bhusaval,maize,2015,-191.875,-206.75,jalgaon,maharashtra
bhusaval,maize,2016,-83.42857142857133,-116.0,jalgaon,maharashtra
junnar-otur,brinjal,2015,NO MSP,NO MSP,pune,maharashtra
junnar-otur,brinjal,2016,NO MSP,NO MSP,pune,maharashtra
vadgaon peth,potato,2014,NO MSP,NO MSP,kolhapur,maharashtra
vadgaon peth,potato,2015,NO MSP,NO MSP,kolhapur,maharashtra
parola,green gram,2015,NO MSP,NO MSP,jalgaon,maharashtra
parola,green gram,2016,NO MSP,NO MSP,jalgaon,maharashtra
palghar(bevur),potato,2014,NO MSP,NO MSP,thane,maharashtra
palghar(bevur),potato,2015,NO MSP,NO MSP,thane,maharashtra
palghar(bevur),potato,2016,NO MSP,NO MSP,thane,maharashtra
solapur,maize,2014,121.0,121.0,solapur,maharashtra
solapur,maize,2015,86.0,86.0,solapur,maharashtra
solapur,maize,2016,131.0,131.0,solapur,maharashtra
latur,tamarind,2016,NO MSP,NO MSP,latur,maharashtra
mukhed,black gram,2015,NO MSP,NO MSP,nanded,maharashtra
mukhed,black gram,2016,NO MSP,NO MSP,nanded,maharashtra
digras,sorgum(jawar),2014,-157.5,-686.0,yewatmal,maharashtra
digras,sorgum(jawar),2015,-79.22222222222217,-172.0,yewatmal,maharashtra
digras,sorgum(jawar),2016,-80.36363636363626,-283.63636363636374,yewatmal,maharashtra
paithan,linseed,2016,NO MSP,NO MSP,aurangabad,maharashtra
ahmedpur,neem-seed,2015,NO MSP,NO MSP,latur,maharashtra
ahmedpur,neem-seed,2016,NO MSP,NO MSP,latur,maharashtra
mumbai-fruit market,apple,2016,NO MSP,NO MSP,mumbai,maharashtra
ramtek,ground nut pods (dry),2014,NO MSP,NO MSP,nagpur,maharashtra
ramtek,ground nut pods (dry),2015,NO MSP,NO MSP,nagpur,maharashtra
ramtek,ground nut pods (dry),2016,NO MSP,NO MSP,nagpur,maharashtra
chalisgaon,bitter gourd,2016,NO MSP,NO MSP,jalgaon,maharashtra
kada,horse gram,2015,NO MSP,NO MSP,beed,maharashtra
kada,horse gram,2016,NO MSP,NO MSP,beed,maharashtra
mahur,gram,2016,NO MSP,NO MSP,nanded,maharashtra
jalgaon-masawat,bajri,2016,101.5,101.5,jalgaon,maharashtra
chandrapur-ganjwad,coriander ,2016,NO MSP,NO MSP,chandrapur,maharashtra
panvel,cabbage,2014,NO MSP,NO MSP,raigad,maharashtra
panvel,cabbage,2015,NO MSP,NO MSP,raigad,maharashtra
panvel,cabbage,2016,NO MSP,NO MSP,raigad,maharashtra
devala,rice(paddy-hus),2014,111.0,111.0,nasik,maharashtra
devala,rice(paddy-hus),2015,63.85714285714289,63.85714285714289,nasik,maharashtra
devala,rice(paddy-hus),2016,7.0,7.0,nasik,maharashtra
pune,chavli (pala),2014,NO MSP,NO MSP,pune,maharashtra
pune,chavli (pala),2015,NO MSP,NO MSP,pune,maharashtra
pune,chavli (pala),2016,NO MSP,NO MSP,pune,maharashtra
tasgaon,gram,2014,NO MSP,NO MSP,sangli,maharashtra
tasgaon,gram,2015,NO MSP,NO MSP,sangli,maharashtra
tasgaon,gram,2016,NO MSP,NO MSP,sangli,maharashtra
latur,linseed,2016,NO MSP,NO MSP,latur,maharashtra
manmad,capsicum,2016,NO MSP,NO MSP,nasik,maharashtra
naigaon,sorgum(jawar),2014,-427.66666666666674,-769.3333333333334,nanded,maharashtra
naigaon,sorgum(jawar),2015,-427.0,-398.16666666666674,nanded,maharashtra
naigaon,sorgum(jawar),2016,-280.33333333333326,-478.33333333333326,nanded,maharashtra
latur,pigeon pea (tur),2014,-21.75,-1004.5,latur,maharashtra
latur,pigeon pea (tur),2015,2875.666666666667,2456.333333333333,latur,maharashtra
latur,pigeon pea (tur),2016,2439.272727272727,1717.363636363636,latur,maharashtra
pune-pimpri,coriander  ,2016,NO MSP,NO MSP,pune,maharashtra
telhara,black gram,2014,NO MSP,NO MSP,akola,maharashtra
telhara,black gram,2015,NO MSP,NO MSP,akola,maharashtra
telhara,black gram,2016,NO MSP,NO MSP,akola,maharashtra
islampur,cucumber,2015,NO MSP,NO MSP,sangli,maharashtra
islampur,cucumber,2016,NO MSP,NO MSP,sangli,maharashtra
tumsar,paddy-unhusked,2014,533.5,188.75,bhandara,maharashtra
tumsar,paddy-unhusked,2015,201.20000000000005,203.5,bhandara,maharashtra
tumsar,paddy-unhusked,2016,248.5999999999999,201.0999999999999,bhandara,maharashtra
navapur,green gram,2016,NO MSP,NO MSP,nandurbar,maharashtra
jalna,cotton,2014,-2.0,-2.0,jalna,maharashtra
jalna,cotton,2015,223.25,223.25,jalna,maharashtra
jalna,cotton,2016,640.0,640.0,jalna,maharashtra
lakhandur,black gram,2015,NO MSP,NO MSP,bhandara,maharashtra
lakhandur,black gram,2016,NO MSP,NO MSP,bhandara,maharashtra
bhiwapur,pigeon pea (tur),2015,1343.75,1343.75,nagpur,maharashtra
bhiwapur,pigeon pea (tur),2016,2325.166666666667,2325.166666666667,nagpur,maharashtra
lakhandur,wheat(husked),2015,-127.33333333333326,-127.33333333333326,bhandara,maharashtra
lakhandur,wheat(husked),2016,NO MSP,NO MSP,bhandara,maharashtra
umrane,onion,2015,NO MSP,NO MSP,nasik,maharashtra
umrane,onion,2016,NO MSP,NO MSP,nasik,maharashtra
kalamnuri,green gram,2015,NO MSP,NO MSP,hingoli,maharashtra
kalamnuri,green gram,2016,NO MSP,NO MSP,hingoli,maharashtra
pune-pimpri,kardai,2016,NO MSP,NO MSP,pune,maharashtra
kada,onion,2014,NO MSP,NO MSP,beed,maharashtra
kada,onion,2015,NO MSP,NO MSP,beed,maharashtra
kada,onion,2016,NO MSP,NO MSP,beed,maharashtra
majalgaon,pigeon pea (tur),2014,-359.75,-1647.75,beed,maharashtra
majalgaon,pigeon pea (tur),2015,1501.25,1110.666666666667,beed,maharashtra
majalgaon,pigeon pea (tur),2016,1868.8888888888887,1183.2222222222226,beed,maharashtra
ratanagari,snake gourd,2014,NO MSP,NO MSP,ratnagiri,maharashtra
ratanagari,snake gourd,2015,NO MSP,NO MSP,ratnagiri,maharashtra
ratanagari,snake gourd,2016,NO MSP,NO MSP,ratnagiri,maharashtra
dhamangaon-rly,black gram,2016,NO MSP,NO MSP,amaravathi,maharashtra
khed (shel pimpalgaon),cucumber,2014,NO MSP,NO MSP,pune,maharashtra
khed (shel pimpalgaon),cucumber,2015,NO MSP,NO MSP,pune,maharashtra
khed (shel pimpalgaon),cucumber,2016,NO MSP,NO MSP,pune,maharashtra
barshi,sorgum(jawar),2014,-197.0,-644.25,solapur,maharashtra
barshi,sorgum(jawar),2015,-48.91666666666674,-84.75,solapur,maharashtra
barshi,sorgum(jawar),2016,9.0,-232.81818181818176,solapur,maharashtra
majalgaon,wheat(husked),2014,-166.75,-585.25,beed,maharashtra
majalgaon,wheat(husked),2015,-95.66666666666674,-124.16666666666674,beed,maharashtra
majalgaon,wheat(husked),2016,NO MSP,NO MSP,beed,maharashtra
kej,niger-seed,2015,550.0,550.0,beed,maharashtra
dound,maize,2014,-153.5,-490.0,pune,maharashtra
dound,maize,2015,25.299999999999955,27.700000000000045,pune,maharashtra
dound,maize,2016,143.090909090909,67.09090909090901,pune,maharashtra
aheri,cotton,2014,243.0,243.0,gadchiroli,maharashtra
aheri,cotton,2015,186.66666666666652,186.66666666666652,gadchiroli,maharashtra
aheri,cotton,2016,330.60000000000036,330.60000000000036,gadchiroli,maharashtra
malegaon,sesamum,2016,1000.0,1000.0,nasik,maharashtra
umared,wheat(husked),2014,50.0,-470.25,nagpur,maharashtra
umared,wheat(husked),2015,-28.083333333333258,-46.33333333333326,nagpur,maharashtra
umared,wheat(husked),2016,NO MSP,NO MSP,nagpur,maharashtra
nilanga,soybean,2014,NO MSP,NO MSP,latur,maharashtra
nilanga,soybean,2015,NO MSP,NO MSP,latur,maharashtra
nilanga,soybean,2016,NO MSP,NO MSP,latur,maharashtra
bhandara,soybean,2014,NO MSP,NO MSP,bhandara,maharashtra
bhandara,soybean,2015,NO MSP,NO MSP,bhandara,maharashtra
bhandara,soybean,2016,NO MSP,NO MSP,bhandara,maharashtra
achalpur,castor seed,2015,NO MSP,NO MSP,amaravathi,maharashtra
wardha,black gram,2016,NO MSP,NO MSP,wardha,maharashtra
chakur,sorgum(jawar),2016,302.9000000000001,56.200000000000045,latur,maharashtra
aurangabad,apple,2014,NO MSP,NO MSP,aurangabad,maharashtra
aurangabad,apple,2015,NO MSP,NO MSP,aurangabad,maharashtra
aurangabad,apple,2016,NO MSP,NO MSP,aurangabad,maharashtra
deulgaon raja,cotton,2014,168.66666666666652,-824.6666666666665,buldhana,maharashtra
deulgaon raja,cotton,2015,162.14285714285734,158.28571428571422,buldhana,maharashtra
deulgaon raja,cotton,2016,475.33333333333303,237.0,buldhana,maharashtra
udgir,gram,2014,NO MSP,NO MSP,latur,maharashtra
udgir,gram,2015,NO MSP,NO MSP,latur,maharashtra
udgir,gram,2016,NO MSP,NO MSP,latur,maharashtra
savner,maize,2014,-316.5,-653.0,nagpur,maharashtra
savner,maize,2015,-222.1428571428571,-246.8571428571429,nagpur,maharashtra
savner,maize,2016,-145.0,-312.83333333333326,nagpur,maharashtra
kalmeshwar,wheat(husked),2014,0.0,-725.0,nagpur,maharashtra
kalmeshwar,wheat(husked),2015,-85.66666666666674,-201.33333333333326,nagpur,maharashtra
kalmeshwar,wheat(husked),2016,NO MSP,NO MSP,nagpur,maharashtra
akkolkot,bajri,2014,110.0,-389.0,solapur,maharashtra
akkolkot,bajri,2015,184.25,143.75,solapur,maharashtra
akkolkot,bajri,2016,66.33333333333326,-9.333333333333258,solapur,maharashtra
aarni,sorgum(jawar),2015,-527.0,-527.0,yewatmal,maharashtra
hingoli,sesamum,2015,3602.5,3602.5,hingoli,maharashtra
indapur (nimgaon ketki),sunflower,2016,-849.0,-849.0,pune,maharashtra
mumbai,split black gram,2014,2188.5,252.75,mumbai,maharashtra
mumbai,split black gram,2015,5533.083333333334,5368.916666666666,mumbai,maharashtra
mumbai,split black gram,2016,7832.727272727272,6175.545454545454,mumbai,maharashtra
jalgaon,rajgira,2015,NO MSP,NO MSP,jalgaon,maharashtra
kurdwadi,castor seed,2015,NO MSP,NO MSP,solapur,maharashtra
vadgaon peth,onion,2014,NO MSP,NO MSP,kolhapur,maharashtra
vadgaon peth,onion,2015,NO MSP,NO MSP,kolhapur,maharashtra
navapur,cotton,2014,50.0,50.0,nandurbar,maharashtra
navapur,cotton,2015,-80.0,-80.0,nandurbar,maharashtra
navapur,cotton,2016,573.5,573.5,nandurbar,maharashtra
koregaon,black gram,2015,NO MSP,NO MSP,satara,maharashtra
dhule,cluster bean,2016,NO MSP,NO MSP,dhule,maharashtra
barshi,black gram,2014,NO MSP,NO MSP,solapur,maharashtra
barshi,black gram,2015,NO MSP,NO MSP,solapur,maharashtra
barshi,black gram,2016,NO MSP,NO MSP,solapur,maharashtra
palus,bitter gourd,2015,NO MSP,NO MSP,sangli,maharashtra
palus,bitter gourd,2016,NO MSP,NO MSP,sangli,maharashtra
karmala,sunflower,2014,-789.0,-789.0,solapur,maharashtra
karmala,sunflower,2015,-604.0,-604.0,solapur,maharashtra
karmala,sunflower,2016,-1227.0,-1227.0,solapur,maharashtra
barshi,wheat(husked),2014,4.75,-492.0,solapur,maharashtra
barshi,wheat(husked),2015,-40.58333333333326,-48.75,solapur,maharashtra
barshi,wheat(husked),2016,NO MSP,NO MSP,solapur,maharashtra
dhadgaon,sorgum(jawar),2015,-440.0,-440.0,nandurbar,maharashtra
dhadgaon,sorgum(jawar),2016,-364.0999999999999,-364.0999999999999,nandurbar,maharashtra
barshi-vairag,wheat(unhusked),2016,NO MSP,NO MSP,solapur,maharashtra
chakur,black gram,2016,NO MSP,NO MSP,latur,maharashtra
ralegaon,cotton,2014,125.0,-1309.3333333333335,yewatmal,maharashtra
ralegaon,cotton,2015,204.66666666666652,145.0,yewatmal,maharashtra
ralegaon,cotton,2016,525.1428571428569,-17.42857142857156,yewatmal,maharashtra
chalisgaon,cluster bean,2015,NO MSP,NO MSP,jalgaon,maharashtra
chalisgaon,cluster bean,2016,NO MSP,NO MSP,jalgaon,maharashtra
udgir,soybean,2014,NO MSP,NO MSP,latur,maharashtra
udgir,soybean,2015,NO MSP,NO MSP,latur,maharashtra
udgir,soybean,2016,NO MSP,NO MSP,latur,maharashtra
naigaon,gram,2014,NO MSP,NO MSP,nanded,maharashtra
naigaon,gram,2015,NO MSP,NO MSP,nanded,maharashtra
naigaon,gram,2016,NO MSP,NO MSP,nanded,maharashtra
shrirampur,mosambi,2014,NO MSP,NO MSP,ahmadnagar,maharashtra
shrirampur,mosambi,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
shrirampur,mosambi,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
manchar,coriander  ,2014,NO MSP,NO MSP,pune,maharashtra
manchar,coriander  ,2015,NO MSP,NO MSP,pune,maharashtra
manchar,coriander  ,2016,NO MSP,NO MSP,pune,maharashtra
aurangabad,maize,2014,-438.0,-438.0,aurangabad,maharashtra
aurangabad,maize,2015,-225.0,-225.0,aurangabad,maharashtra
manchar,pavtta,2014,NO MSP,NO MSP,pune,maharashtra
manchar,pavtta,2015,NO MSP,NO MSP,pune,maharashtra
manchar,pavtta,2016,NO MSP,NO MSP,pune,maharashtra
lasalgaon,rice(paddy-hus),2014,192.0,-604.0,nasik,maharashtra
lasalgaon,rice(paddy-hus),2015,199.5,193.625,nasik,maharashtra
lasalgaon,rice(paddy-hus),2016,178.57142857142867,184.0,nasik,maharashtra
kurdwadi,pigeon pea (tur),2014,-1368.75,-2115.5,solapur,maharashtra
kurdwadi,pigeon pea (tur),2015,376.55555555555566,206.22222222222263,solapur,maharashtra
kurdwadi,pigeon pea (tur),2016,1791.7142857142853,758.4285714285716,solapur,maharashtra
tumsar,lentil,2014,NO MSP,NO MSP,bhandara,maharashtra
tumsar,lentil,2015,NO MSP,NO MSP,bhandara,maharashtra
tumsar,lentil,2016,NO MSP,NO MSP,bhandara,maharashtra
shirur,safflower,2015,-800.0,-800.0,pune,maharashtra
shirur,safflower,2016,NO MSP,NO MSP,pune,maharashtra
pandharpur,wheat(husked),2014,102.0,-138.25,solapur,maharashtra
pandharpur,wheat(husked),2015,64.14285714285711,70.14285714285711,solapur,maharashtra
pandharpur,wheat(husked),2016,NO MSP,NO MSP,solapur,maharashtra
balapur,green gram,2015,NO MSP,NO MSP,akola,maharashtra
balapur,green gram,2016,NO MSP,NO MSP,akola,maharashtra
kolhapur-laxmipuri,lentil,2014,NO MSP,NO MSP,kolhapur,maharashtra
kolhapur-laxmipuri,lentil,2015,NO MSP,NO MSP,kolhapur,maharashtra
kolhapur-laxmipuri,lentil,2016,NO MSP,NO MSP,kolhapur,maharashtra
kille dharur,tamarind,2015,NO MSP,NO MSP,beed,maharashtra
kille dharur,tamarind,2016,NO MSP,NO MSP,beed,maharashtra
hingoli-kanegaon naka,soybean,2016,NO MSP,NO MSP,hingoli,maharashtra
nandura,maize,2014,-283.5,-566.5,buldhana,maharashtra
nandura,maize,2015,-229.41666666666674,-238.83333333333326,buldhana,maharashtra
nandura,maize,2016,-119.09090909090901,-246.090909090909,buldhana,maharashtra
baramati,jaggery,2014,NO MSP,NO MSP,pune,maharashtra
baramati,jaggery,2015,NO MSP,NO MSP,pune,maharashtra
baramati,jaggery,2016,NO MSP,NO MSP,pune,maharashtra
lasur station,bajri,2014,-113.66666666666674,-545.0,aurangabad,maharashtra
lasur station,bajri,2015,-65.41666666666674,-80.66666666666674,aurangabad,maharashtra
lasur station,bajri,2016,50.36363636363626,-33.0,aurangabad,maharashtra
yawal,sorgum(jawar),2014,-221.0,-221.0,jalgaon,maharashtra
yawal,sorgum(jawar),2015,-382.5,-382.5,jalgaon,maharashtra
yawal,sorgum(jawar),2016,-442.9000000000001,-442.9000000000001,jalgaon,maharashtra
kurdwadi-modnimb,green gram,2015,NO MSP,NO MSP,solapur,maharashtra
kurdwadi-modnimb,green gram,2016,NO MSP,NO MSP,solapur,maharashtra
amarawati-fruit and vegetables,bor,2016,NO MSP,NO MSP,amaravathi,maharashtra
arvi,wheat(husked),2015,-375.0,-375.0,wardha,maharashtra
phaltan,onion,2014,NO MSP,NO MSP,satara,maharashtra
phaltan,onion,2015,NO MSP,NO MSP,satara,maharashtra
phaltan,onion,2016,NO MSP,NO MSP,satara,maharashtra
ausa,pigeon pea (tur),2014,160.25,-938.25,latur,maharashtra
ausa,pigeon pea (tur),2015,2760.818181818182,2415.181818181818,latur,maharashtra
ausa,pigeon pea (tur),2016,2384.818181818182,1616.727272727273,latur,maharashtra
palus,capsicum,2016,NO MSP,NO MSP,sangli,maharashtra
kej,coriander (dry),2014,NO MSP,NO MSP,beed,maharashtra
kej,coriander (dry),2015,NO MSP,NO MSP,beed,maharashtra
kej,coriander (dry),2016,NO MSP,NO MSP,beed,maharashtra
indapur-bhigwan,chillies(red),2014,NO MSP,NO MSP,pune,maharashtra
indapur-bhigwan,chillies(red),2015,NO MSP,NO MSP,pune,maharashtra
indapur-bhigwan,chillies(red),2016,NO MSP,NO MSP,pune,maharashtra
manchar,ground nut pods (dry),2015,NO MSP,NO MSP,pune,maharashtra
manchar,ground nut pods (dry),2016,NO MSP,NO MSP,pune,maharashtra
partur,green gram,2014,NO MSP,NO MSP,jalna,maharashtra
partur,green gram,2015,NO MSP,NO MSP,jalna,maharashtra
partur,green gram,2016,NO MSP,NO MSP,jalna,maharashtra
khamgaon,maize,2014,-262.25,-596.25,buldhana,maharashtra
khamgaon,maize,2015,-211.0,-224.29999999999995,buldhana,maharashtra
khamgaon,maize,2016,-82.81818181818176,-172.18181818181824,buldhana,maharashtra
umari,sorgum(jawar),2015,-107.0,-107.0,nanded,maharashtra
umari,sorgum(jawar),2016,-356.33333333333326,-356.33333333333326,nanded,maharashtra
katol,sorgum(jawar),2014,-325.5,-859.5,nagpur,maharashtra
katol,sorgum(jawar),2015,-447.9000000000001,-493.5999999999999,nagpur,maharashtra
katol,sorgum(jawar),2016,-331.090909090909,-505.18181818181824,nagpur,maharashtra
shrigonda,lemon,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
phaltan,cucumber,2016,NO MSP,NO MSP,satara,maharashtra
kalyan,chikoo,2015,NO MSP,NO MSP,thane,maharashtra
kalyan,chikoo,2016,NO MSP,NO MSP,thane,maharashtra
beed,bajri,2014,80.0,-337.0,beed,maharashtra
beed,bajri,2015,68.0,70.79999999999995,beed,maharashtra
beed,bajri,2016,149.63636363636374,49.36363636363626,beed,maharashtra
shirala,sorgum(jawar),2016,50.0,50.0,sangli,maharashtra
purna,cotton,2014,150.0,150.0,parbhani,maharashtra
purna,cotton,2015,103.66666666666652,103.66666666666652,parbhani,maharashtra
indapur (nimgaon ketki),sorgum(jawar),2015,-301.4000000000001,-301.4000000000001,pune,maharashtra
indapur (nimgaon ketki),sorgum(jawar),2016,-55.111111111111086,-55.111111111111086,pune,maharashtra
jintur-bori,soybean,2014,NO MSP,NO MSP,parbhani,maharashtra
jintur-bori,soybean,2015,NO MSP,NO MSP,parbhani,maharashtra
jintur-bori,soybean,2016,NO MSP,NO MSP,parbhani,maharashtra
bhoom,soybean,2016,NO MSP,NO MSP,osmanabad,maharashtra
mangrulpeer,soybean,2014,NO MSP,NO MSP,wasim,maharashtra
mangrulpeer,soybean,2015,NO MSP,NO MSP,wasim,maharashtra
mangrulpeer,soybean,2016,NO MSP,NO MSP,wasim,maharashtra
kalamb (os),mustard,2015,254.57142857142844,254.57142857142844,osmanabad,maharashtra
navapur,jaggery,2016,NO MSP,NO MSP,nandurbar,maharashtra
kolhapur-malkapur,brinjal,2016,NO MSP,NO MSP,kolhapur,maharashtra
kalyan,onion,2014,NO MSP,NO MSP,thane,maharashtra
kalyan,onion,2015,NO MSP,NO MSP,thane,maharashtra
kalyan,onion,2016,NO MSP,NO MSP,thane,maharashtra
bhandara,indian bean,2015,NO MSP,NO MSP,bhandara,maharashtra
bhandara,indian bean,2016,NO MSP,NO MSP,bhandara,maharashtra
barshi,turmeric,2014,NO MSP,NO MSP,solapur,maharashtra
barshi,turmeric,2015,NO MSP,NO MSP,solapur,maharashtra
barshi,turmeric,2016,NO MSP,NO MSP,solapur,maharashtra
soygaon,maize,2015,-182.5,-182.5,aurangabad,maharashtra
soygaon,maize,2016,-56.75,-56.75,aurangabad,maharashtra
taloda,sorgum(jawar),2014,-33.33333333333326,-590.3333333333334,nandurbar,maharashtra
taloda,sorgum(jawar),2015,-187.77777777777783,-171.44444444444434,nandurbar,maharashtra
taloda,sorgum(jawar),2016,-137.20000000000005,-446.4000000000001,nandurbar,maharashtra
manchar,farshi,2014,NO MSP,NO MSP,pune,maharashtra
manchar,farshi,2015,NO MSP,NO MSP,pune,maharashtra
manchar,farshi,2016,NO MSP,NO MSP,pune,maharashtra
umarga,rice(paddy-hus),2016,-210.0,-210.0,osmanabad,maharashtra
shirur,chillies(red),2015,NO MSP,NO MSP,pune,maharashtra
kurdwadi,gram,2014,NO MSP,NO MSP,solapur,maharashtra
kurdwadi,gram,2015,NO MSP,NO MSP,solapur,maharashtra
kurdwadi,gram,2016,NO MSP,NO MSP,solapur,maharashtra
vai,coriander  ,2015,NO MSP,NO MSP,satara,maharashtra
vai,coriander  ,2016,NO MSP,NO MSP,satara,maharashtra
washim,green gram,2014,NO MSP,NO MSP,wasim,maharashtra
washim,green gram,2015,NO MSP,NO MSP,wasim,maharashtra
washim,green gram,2016,NO MSP,NO MSP,wasim,maharashtra
chandur bajar,sorgum(jawar),2014,-249.33333333333326,-749.0,amaravathi,maharashtra
chandur bajar,sorgum(jawar),2015,-356.25,-389.25,amaravathi,maharashtra
chandur bajar,sorgum(jawar),2016,-352.909090909091,-515.6363636363637,amaravathi,maharashtra
armori,chillies(red),2015,NO MSP,NO MSP,gadchiroli,maharashtra
armori,chillies(red),2016,NO MSP,NO MSP,gadchiroli,maharashtra
shrirampur,shepu,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
ratanagari,green-peas,2014,NO MSP,NO MSP,ratnagiri,maharashtra
ratanagari,green-peas,2015,NO MSP,NO MSP,ratnagiri,maharashtra
ratanagari,green-peas,2016,NO MSP,NO MSP,ratnagiri,maharashtra
barshi,kharbuj,2014,NO MSP,NO MSP,solapur,maharashtra
barshi,kharbuj,2015,NO MSP,NO MSP,solapur,maharashtra
barshi,kharbuj,2016,NO MSP,NO MSP,solapur,maharashtra
nagpur,green-peas,2014,NO MSP,NO MSP,nagpur,maharashtra
nagpur,green-peas,2015,NO MSP,NO MSP,nagpur,maharashtra
karad,bottle gourd,2014,NO MSP,NO MSP,satara,maharashtra
karad,bottle gourd,2015,NO MSP,NO MSP,satara,maharashtra
karad,bottle gourd,2016,NO MSP,NO MSP,satara,maharashtra
satara,bitter gourd,2014,NO MSP,NO MSP,satara,maharashtra
satara,bitter gourd,2015,NO MSP,NO MSP,satara,maharashtra
satara,bitter gourd,2016,NO MSP,NO MSP,satara,maharashtra
koregaon,coriander (dry),2014,NO MSP,NO MSP,satara,maharashtra
koregaon,coriander (dry),2015,NO MSP,NO MSP,satara,maharashtra
akluj,pomegranate,2015,NO MSP,NO MSP,solapur,maharashtra
indapur-bhigwan,safflower,2014,-550.0,-1800.0,pune,maharashtra
indapur-bhigwan,safflower,2015,-950.0,-966.6666666666665,pune,maharashtra
indapur-bhigwan,safflower,2016,NO MSP,NO MSP,pune,maharashtra
shegaon,wheat(husked),2014,-89.5,-578.0,buldhana,maharashtra
shegaon,wheat(husked),2015,-203.5,-210.83333333333326,buldhana,maharashtra
shegaon,wheat(husked),2016,NO MSP,NO MSP,buldhana,maharashtra
manchar,cabbage,2014,NO MSP,NO MSP,pune,maharashtra
manchar,cabbage,2015,NO MSP,NO MSP,pune,maharashtra
manchar,cabbage,2016,NO MSP,NO MSP,pune,maharashtra
khamgaon,sesamum,2014,4683.333333333334,648.333333333333,buldhana,maharashtra
khamgaon,sesamum,2015,1899.6999999999998,1744.3999999999996,buldhana,maharashtra
khamgaon,sesamum,2016,159.33333333333303,-432.66666666666697,buldhana,maharashtra
sinner,potato,2016,NO MSP,NO MSP,nasik,maharashtra
nagpur,parwar,2014,NO MSP,NO MSP,nagpur,maharashtra
nagpur,parwar,2015,NO MSP,NO MSP,nagpur,maharashtra
